Date,Open,High,Low,Close,Adj Close,Volume
2023-04-04,131.99000549316406,132.14999389648438,130.88999938964844,131.60000610351562,129.82969665527344,3382800
2023-04-05,131.3699951171875,132.61000061035156,131.3699951171875,132.13999938964844,130.3624267578125,2898700
2023-04-06,132.16000366210938,132.60000610351562,130.32000732421875,130.5,128.74449157714844,3050600
2023-04-10,129.8300018310547,131.0800018310547,129.24000549316406,131.02999877929688,129.26736450195312,2614400
2023-04-11,130.5800018310547,131.10000610351562,130.17999267578125,130.4199981689453,128.6655731201172,3132400
2023-04-12,130.39999389648438,130.88999938964844,128.1699981689453,128.5399932861328,126.81085205078125,3957500
2023-04-13,128.00999450683594,128.38999938964844,126.0,127.9000015258789,126.1794662475586,5621500
2023-04-14,128.4600067138672,129.83999633789062,127.30999755859375,128.13999938964844,126.4162368774414,4180600
2023-04-17,128.3000030517578,128.72000122070312,126.80000305175781,127.81999969482422,126.10054016113281,3662700
2023-04-18,128.13999938964844,128.67999267578125,127.3499984741211,127.77999877929688,126.06108093261719,3193800
2023-04-19,126.5,126.9800033569336,125.30000305175781,126.31999969482422,124.62071990966797,7014400
2023-04-20,130.14999389648438,130.97999572753906,125.83999633789062,126.36000061035156,124.66018676757812,9749600
2023-04-21,126.0,126.69999694824219,125.2699966430664,125.7300033569336,124.03865814208984,6725400
2023-04-24,125.55000305175781,126.05000305175781,124.55999755859375,125.4000015258789,123.71309661865234,4043900
2023-04-25,124.9000015258789,126.19000244140625,124.76000213623047,125.88999938964844,124.19650268554688,4275400
2023-04-26,125.80999755859375,126.55000305175781,125.12000274658203,125.8499984741211,124.15704345703125,4070200
2023-04-27,126.37000274658203,127.0199966430664,125.45999908447266,126.97000122070312,125.26197814941406,3204900
2023-04-28,126.58000183105469,127.25,125.63999938964844,126.41000366210938,124.70951080322266,5060500
2023-05-01,126.3499984741211,126.75,126.05999755859375,126.08999633789062,124.39381408691406,2725000
2023-05-02,126.30000305175781,126.44999694824219,123.2699966430664,125.16000366210938,123.47632598876953,4445300
2023-05-03,125.45999908447266,125.56999969482422,123.26000213623047,123.44999694824219,121.7893295288086,4554200
2023-05-04,123.02999877929688,123.5199966430664,121.76000213623047,122.56999969482422,120.9211654663086,4468200
2023-05-05,123.11000061035156,124.0999984741211,122.80999755859375,123.6500015258789,121.98664093017578,4970800
2023-05-08,123.76000213623047,123.91999816894531,122.55000305175781,123.4000015258789,121.74000549316406,3663800
2023-05-09,121.9000015258789,121.97000122070312,120.66000366210938,121.16999816894531,121.16999816894531,4540000
2023-05-10,121.98999786376953,122.48999786376953,121.0999984741211,122.0199966430664,122.0199966430664,4189200
2023-05-11,122.0199966430664,122.23999786376953,120.55000305175781,120.9000015258789,120.9000015258789,3446500
2023-05-12,121.41000366210938,122.86000061035156,121.11000061035156,122.83999633789062,122.83999633789062,4560500
2023-05-15,123.0,123.69000244140625,122.33999633789062,123.36000061035156,123.36000061035156,2915700
2023-05-16,123.3499984741211,123.86000061035156,122.44999694824219,123.45999908447266,123.45999908447266,2748400
2023-05-17,123.94000244140625,125.8499984741211,123.47000122070312,125.70999908447266,125.70999908447266,4515100
2023-05-18,125.30000305175781,126.51000213623047,125.19000244140625,126.1500015258789,126.1500015258789,3797900
2023-05-19,126.79000091552734,128.2899932861328,126.55000305175781,127.26000213623047,127.26000213623047,4305800
2023-05-22,127.5,128.19000244140625,127.1500015258789,127.5,127.5,2806800
2023-05-23,127.23999786376953,129.08999633789062,127.12999725341797,128.17999267578125,128.17999267578125,4592300
2023-05-24,127.81999969482422,127.9000015258789,125.47000122070312,125.68000030517578,125.68000030517578,3915500
2023-05-25,125.61000061035156,127.2300033569336,125.01000213623047,126.76000213623047,126.76000213623047,4102900
2023-05-26,127.05999755859375,129.66000366210938,126.80999755859375,128.88999938964844,128.88999938964844,5612600
2023-05-30,129.55999755859375,130.07000732421875,128.25999450683594,129.47999572753906,129.47999572753906,3741100
2023-05-31,128.50999450683594,129.44000244140625,127.45999908447266,128.58999633789062,128.58999633789062,11590200
